name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Malaysia,2025-04-02,92.4,78.2,83.6,104.3,78.2,89.3,74.8,76.1,0,0,0,rain,0,0,25.3,11.7,326.5,1009.5,41.3,6,184.5,15.9,8,60,2025-04-02T07:12:24,2025-04-02T19:21:19,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-03,94.2,77,84.3,104.2,77,89,73.7,72.3,0.073,100,4.17,rain,0,0,14.8,6.8,87.6,1009.7,41.2,6.1,218.9,18.9,9,60,2025-04-03T07:12:01,2025-04-03T19:21:07,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-04,90.7,76.6,81.5,101.5,76.6,85.8,74.5,80.3,0,0,0,rain,0,0,19.7,9.5,323.1,1010.4,40.5,6,191.6,16.5,8,60,2025-04-04T07:11:38,2025-04-04T19:20:54,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-05,88.1,76.8,79.8,99.5,76.8,83.1,75.3,86.6,1.483,100,4.17,rain,0,0,12.5,7.9,224.1,1010.1,42.6,6,189.2,16.2,8,30,2025-04-05T07:11:16,2025-04-05T19:20:42,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-06,92.7,76.4,80.8,104.6,76.4,84.1,75.1,84,0.176,100,4.17,rain,0,0,33.3,16.1,310.4,1009.5,42.6,5.5,243.8,20.9,8,60,2025-04-06T07:10:54,2025-04-06T19:20:31,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-07,87.4,76.8,81.2,96.8,76.8,85.7,75.3,83.2,1.102,100,8.33,rain,0,0,21.3,7.8,248.9,1011,40.9,6.1,161,13.7,8,10,2025-04-07T07:10:32,2025-04-07T19:20:19,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-08,92.5,76.6,84,104,76.6,90.4,75.4,76.8,0,0,0,rain,0,0,15.7,9.4,237.8,1011,40.4,6.1,159.7,13.7,5,60,2025-04-08T07:10:10,2025-04-08T19:20:08,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-09,89.1,78.6,83.4,102,78.6,91.5,76.7,80.8,0,0,0,rain,0,0,14.8,13.5,315.4,1010.3,40.4,6,226.5,19.5,8,30,2025-04-09T07:09:48,2025-04-09T19:19:56,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-10,91.9,80,84.4,103.4,80,93,76.3,77.4,0.148,100,8.33,rain,0,0,19.5,9.4,294.1,1008.7,41.1,6.1,206.5,17.8,8,60,2025-04-10T07:09:27,2025-04-10T19:19:45,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-11,86.1,74.8,80.5,96.3,74.8,85.7,75.3,84.8,2.297,100,4.17,rain,0,0,20.6,13.5,291.7,1009.5,46.1,5.5,137.7,12,5,30,2025-04-11T07:09:06,2025-04-11T19:19:35,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-12,91.6,76.6,82.4,104.6,76.6,87.6,74.8,79,0.107,100,4.17,rain,0,0,21.9,13.5,307.3,1009.4,43.7,6.1,225.4,19.4,8,60,2025-04-12T07:08:45,2025-04-12T19:19:24,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-13,92.7,80,83.6,104.5,85,91.8,76.2,79.2,0.022,100,8.33,rain,0,0,15.4,8.8,287.6,1009.6,44.6,6.1,210.2,18.2,9,30,2025-04-13T07:08:25,2025-04-13T19:19:14,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-14,94.5,77.2,83.5,107.3,77.2,89.5,75.9,79.5,1.764,100,8.33,rain,0,0,38,17.1,303,1009.1,44.2,6,244.9,21,8,60,2025-04-14T07:08:05,2025-04-14T19:19:04,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-15,94.2,75.4,81.9,109.2,75.4,86.3,76,83.9,0,0,0,rain,0,0,24.2,11.6,235.8,1009.2,44.1,5.6,254.5,22,8,60,2025-04-15T07:07:45,2025-04-15T19:18:55,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-16,93,74.1,83.8,106.3,74.1,90.1,75.7,78.5,0.169,100,8.33,rain,0,0,20.8,9.5,288.8,1009.6,42.4,5.9,216.7,18.8,8,60,2025-04-16T07:07:26,2025-04-16T19:18:46,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-17,93,75,83.2,106.8,75,89.5,75.2,78.6,1.671,100,4.17,rain,0,0,21.7,8.8,314.7,1009.6,41.4,5.9,218.8,18.7,9,60,2025-04-17T07:07:07,2025-04-17T19:18:37,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-18,94.8,80.2,86.4,111.7,86.1,97,76.8,74.3,0,0,0,rain,0,0,16.8,11,321.3,1008.6,40.7,6.1,266.4,23,9,75,2025-04-18T07:06:49,2025-04-18T19:18:29,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-19,92.7,80,83.7,107.4,85.4,92.9,77.4,82.1,0,0,0,rain,0,0,16.3,14.2,300.4,1008.1,42.9,5.9,214.6,18.7,8,75,2025-04-19T07:06:31,2025-04-19T19:18:21,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-20,89.6,75.2,81.5,101.8,75.2,86.4,75.3,82.6,0,0,0,rain,0,0,20.8,9.9,310.7,1009.4,44.7,6,239.1,20.7,8,60,2025-04-20T07:06:13,2025-04-20T19:18:13,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-21,91.2,77,80.4,104.8,77,83.5,75.3,85.3,0.853,100,8.33,rain,0,0,12.5,8.8,313.4,1010.1,42,6,203.8,17.7,8,60,2025-04-21T07:05:56,2025-04-21T19:18:06,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-22,92.9,76.6,83.6,106.4,76.6,89.8,75.4,77.8,0.028,100,4.17,rain,0,0,18.3,7.4,305.9,1010.2,40.6,6.2,169,14.6,7,60,2025-04-22T07:05:39,2025-04-22T19:17:59,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-23,89.2,74.8,82.5,99.4,74.8,89,75.3,79.9,3.23,100,8.33,rain,0,0,15,8.4,272.5,1010.1,41.8,5.6,201,17.4,8,30,2025-04-23T07:05:23,2025-04-23T19:17:52,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-24,91.2,75,83.2,101.8,75,89.3,74.6,76.8,0.767,100,4.17,rain,0,0,25.3,11,262.9,1010.1,43.2,6,260.9,22.6,8,75,2025-04-24T07:05:07,2025-04-24T19:17:46,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-25,92.8,78.6,85.6,106.7,78.6,93.8,75.4,72.7,0,0,0,rain,0,0,13.4,7.6,280.9,1009.1,41.4,6.2,261.3,22.6,9,75,2025-04-25T07:04:52,2025-04-25T19:17:41,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-26,91,78.6,82.3,104.5,78.6,88.9,76,81.9,0,0,0,rain,0,0,20.8,9.5,300.7,1009.7,40.7,6.1,180.9,15.6,7,60,2025-04-26T07:04:38,2025-04-26T19:17:36,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-27,92.7,78.3,81.9,104.3,78.3,86.6,75.7,82.5,1.531,100,8.33,rain,0,0,11.2,5.3,254.4,1009.7,40.4,5.9,251,21.7,9,75,2025-04-27T07:04:23,2025-04-27T19:17:31,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-28,91.1,77.3,80.9,103,77.3,84.1,75.6,84.7,0,0,0,rain,0,0,12.8,12.4,290.6,1009.1,41.9,5.7,225.6,19.4,8,60,2025-04-28T07:04:10,2025-04-28T19:17:27,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-29,94.2,76.8,84.2,108.3,76.8,90.4,75.3,76,0.492,100,4.17,rain,0,0,13,10.6,304.8,1008.4,38.9,6.1,190.1,16.3,8,75,2025-04-29T07:03:57,2025-04-29T19:17:23,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-04-30,89.5,78.6,82.4,100,78.6,89,75.3,79.5,0,0,0,rain,0,0,13.6,10.7,243.5,1008.9,41.7,6.2,236.8,20.5,9,30,2025-04-30T07:03:44,2025-04-30T19:17:20,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-01,89.2,78.4,81.5,101.9,78.4,87,76.4,85,0,0,0,rain,0,0,16.1,7.7,262,1009.5,41.3,6,216.9,18.7,8,60,2025-05-01T07:03:32,2025-05-01T19:17:17,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-02,90.5,78.4,82.5,101.4,78.4,88.6,76.6,83.3,0.005,100,4.17,rain,0,0,17.4,9.4,260,1009,41,6.1,226.8,19.6,8,60,2025-05-02T07:03:21,2025-05-02T19:17:15,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-03,90.9,78.4,83.4,103.9,78.4,90.7,76.9,81.8,0,0,0,rain,0,0,20.4,9.5,299.3,1008.5,41.4,6.1,167.6,14.3,8,60,2025-05-03T07:03:10,2025-05-03T19:17:13,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-04,86.1,75.4,79,97.4,75.4,81.4,75.6,89.7,1.319,100,12.5,rain,0,0,20.8,11.8,299,1008.3,42.1,5.9,197.2,16.9,8,30,2025-05-04T07:03:00,2025-05-04T19:17:12,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-05,89.2,75.2,82,99.7,75.2,87.4,74.8,79.9,0,0,0,rain,0,0,21,10,301.5,1008.7,40.7,6.2,234.6,20.1,9,60,2025-05-05T07:02:50,2025-05-05T19:17:11,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-06,93,76.8,84.5,106.9,76.8,92.4,76.3,77.5,0,0,0,rain,0,0,16.6,9.5,300.4,1008.2,40.7,6.2,252.7,21.8,8,60,2025-05-06T07:02:41,2025-05-06T19:17:11,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-07,92.5,77,84.6,106.1,77,93.8,76.3,76.9,0.097,100,4.17,rain,0,0,24.2,7.3,296.1,1007.6,40.8,6.1,225.8,19.5,8,60,2025-05-07T07:02:33,2025-05-07T19:17:11,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-08,92.7,78.6,84.1,106.7,78.6,92.4,76.9,80,0,0,0,rain,0,0,13.9,9.5,303.9,1007.7,40.3,5.9,210.8,18.3,7,60,2025-05-08T07:02:25,2025-05-08T19:17:12,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-09,92.6,78.6,84.6,107.2,78.6,93,76.9,78.9,0,0,0,,0,0,14.3,7.5,276.1,1008.4,40.6,6.1,243.9,20.9,9,60,2025-05-09T07:02:18,2025-05-09T19:17:13,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-10,94.6,80.3,85.8,109,86.3,95.8,76.8,75.7,0,0,0,rain,0,0,14.3,7.8,265.2,1007.8,40.4,6.1,241.4,20.7,8,75,2025-05-10T07:02:12,2025-05-10T19:17:15,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-11,92.9,78.6,83.2,106.7,78.6,90.8,76.2,80.3,0.001,100,4.17,rain,0,0,17.2,10.8,300.8,1007.8,40.8,6.1,202.3,17.3,8,30,2025-05-11T07:02:06,2025-05-11T19:17:17,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-12,92.7,76.8,82.3,104.6,76.8,87.9,76.2,82.7,2.478,100,8.33,rain,0,0,27.7,12.9,301.7,1007.2,41.1,5.9,214.1,18.6,8,75,2025-05-12T07:02:01,2025-05-12T19:17:20,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-13,94.6,78.5,84.1,106.6,78.5,92,76.8,79.9,0.035,100,4.17,rain,0,0,24.2,10.9,247.9,1007.5,38.8,6.2,230.8,20,9,60,2025-05-13T07:01:56,2025-05-13T19:17:23,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-14,94.5,75.4,85.9,106.5,75.4,94.5,75.1,71.6,0,0,0,,0,0,19.7,9.7,203.7,1008.4,40.7,6.2,203.4,17.7,8,60,2025-05-14T07:01:52,2025-05-14T19:17:27,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-15,94.8,80.2,87.4,106.7,86,97.1,75.8,69.9,0,0,0,rain,0,0,16.6,9.3,190.9,1008.2,40.5,6.2,240.7,20.9,8,30,2025-05-15T07:01:49,2025-05-15T19:17:31,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-16,93,82,87.4,102.6,88.8,96.2,74.6,66.8,0,0,0,rain,0,0,19.2,9.7,175.4,1008.2,41.4,6.2,177.6,15.3,6,30,2025-05-16T07:01:46,2025-05-16T19:17:36,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-17,94.8,80.2,87.1,106.6,85.3,95.7,74.7,67.8,0,0,0,rain,0,0,15.9,9.4,227.2,1007.8,39.4,6.3,227.9,19.6,9,60,2025-05-17T07:01:44,2025-05-17T19:17:41,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-18,92.6,75.6,83.9,106.8,75.6,92.6,76.3,78.7,0,0,0,rain,0,0,15.9,10.6,277.2,1008.4,41.7,6,211.2,18.3,8,60,2025-05-18T07:01:43,2025-05-18T19:17:47,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-19,91,77.2,82.1,104.6,77.2,88.3,76.8,84.7,1.288,100,4.17,rain,0,0,14.1,10.3,261,1008,42,5.8,197.2,17,7,30,2025-05-19T07:01:42,2025-05-19T19:17:53,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-20,91,78.5,81.5,102.3,78.5,86.7,76.7,86.1,0.386,100,8.33,rain,0,0,14.3,13,249.1,1007.9,43.9,5.9,192.4,16.6,7,60,2025-05-20T07:01:42,2025-05-20T19:18:00,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-21,89.2,78.2,82.5,102.1,78.2,89,76.9,83.8,0.327,100,8.33,rain,0,0,14.8,7.6,318.1,1008.3,40.7,5.7,180.6,15.6,8,30,2025-05-21T07:01:42,2025-05-21T19:18:07,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-22,92.8,78.8,84.9,104.8,78.8,93.2,76.4,77,0,0,0,rain,0,0,21.3,10.1,317.4,1007.7,40.9,6.1,224.8,19.6,7,60,2025-05-22T07:01:43,2025-05-22T19:18:15,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-23,93.1,78.6,85.1,105.1,78.6,93.2,76,75.6,0,0,0,rain,0,0,19.5,12,335.2,1006.7,40.8,6.2,236.3,20.3,8,60,2025-05-23T07:01:45,2025-05-23T19:18:23,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-24,95,80.4,87.1,107.5,85.8,96.9,75.9,70.7,0,0,0,rain,0,0,17.9,9.4,312.6,1006.3,40.4,6.2,245.9,21.3,9,60,2025-05-24T07:01:47,2025-05-24T19:18:31,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-25,94.6,81.9,87.3,109.1,90.6,99.2,77.4,73.5,0.001,100,4.17,rain,0,0,19.2,11.9,303.6,1008,40.9,6.2,222.6,19.3,8,60,2025-05-25T07:01:50,2025-05-25T19:18:40,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-26,94.4,80.3,86.8,105,85.5,96.1,75.5,70.2,0,0,0,,0,0,14.8,10.5,317.2,1008.6,40.6,6.2,227.2,19.9,9,30,2025-05-26T07:01:54,2025-05-26T19:18:49,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-27,94.7,82.1,87.5,109.1,89.3,98.3,76.4,70.6,0,0,0,rain,0,0,14.1,7.6,284.9,1008.4,40.6,6.2,217.5,18.9,8,60,2025-05-27T07:01:58,2025-05-27T19:18:59,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-28,94.8,83.6,87.7,108.9,94.3,99.5,77.1,71.6,0,0,0,rain,0,0,12.1,8.4,221.8,1007.8,40.6,6,211.5,18.2,8,60,2025-05-28T07:02:02,2025-05-28T19:19:09,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-29,85.6,79.7,82.9,94.3,79.7,89.8,74.9,77,0.005,100,4.17,rain,0,0,14.3,11.5,172.2,1009.5,40.7,6.2,134.4,11.5,6,30,2025-05-29T07:02:07,2025-05-29T19:19:19,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-30,94.8,78.4,86.2,106.4,78.4,92.4,73.5,67.5,0,0,0,,0,0,11.2,10.8,168.7,1010,40.4,6.2,129.5,11,5,60,2025-05-30T07:02:13,2025-05-30T19:19:30,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-05-31,92.2,82,86,103.5,90,95.8,76,72.7,0,0,0,,0,0,17.4,10.8,187.8,1011.3,40.1,6.2,167,14.4,6,60,2025-05-31T07:02:19,2025-05-31T19:19:41,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-01,96.4,80.2,87.2,104.7,84,93.4,71.9,61.9,0,0,0,,0,0,17.4,10.5,175.4,1010.6,40,6.3,254.3,21.8,9,60,2025-06-01T07:02:26,2025-06-01T19:19:52,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-02,94.8,80.4,87,106.9,85.1,95.9,74.6,67.6,0,0,0,rain,0,0,15,8.7,236,1009.8,40.5,6.3,212.6,18.2,7,60,2025-06-02T07:02:33,2025-06-02T19:20:04,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-03,92.9,79.8,85.5,106.5,79.8,93.8,75.2,72.1,0.05,100,8.33,rain,0,0,10.3,9.4,290.4,1009.6,39,6.1,204.3,17.8,7,60,2025-06-03T07:02:41,2025-06-03T19:20:16,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-04,91.1,80.4,84.2,104.5,86.6,94,77.3,80.2,0,0,0,rain,0,0,17.4,6.8,224.4,1010.1,41.9,6.1,216.6,18.8,8,60,2025-06-04T07:02:49,2025-06-04T19:20:28,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-05,91.4,78.6,84.2,102.5,78.6,92.5,76.4,78.3,0,0,0,,0,0,14.8,9.7,259.6,1010,40.6,5.7,195.3,16.9,7,30,2025-06-05T07:02:58,2025-06-05T19:20:40,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-06,92.6,78.4,84.3,102.3,78.4,91,75.2,75.7,0,0,0,rain,0,0,26.4,11.9,301.1,1010.3,40.8,6,124.4,10.9,6,30,2025-06-06T07:03:07,2025-06-06T19:20:53,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-07,89.2,78.6,83.8,99.4,78.6,91.3,75.6,77.1,0.044,100,4.17,rain,0,0,17.9,10.4,270.7,1010.4,40.7,6.1,192.9,16.5,7,30,2025-06-07T07:03:16,2025-06-07T19:21:06,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-08,94.3,75,83.3,103.5,75,88.1,73.1,73.5,0.056,100,4.17,rain,0,0,31.1,10.5,298.7,1009.3,38.8,6.2,274.5,23.8,9,30,2025-06-08T07:03:26,2025-06-08T19:21:19,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-09,93.4,78.5,86.1,106.2,78.5,93.9,74.9,70.7,0,0,0,rain,0,0,21.9,8.7,288.5,1007.8,40,6.2,251.9,21.7,8,60,2025-06-09T07:03:36,2025-06-09T19:21:32,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
